Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,
2011,Harimura,India,26.092831,90.672692,Facility-Infrastructure Attack,Terrorists/Non-State Militia,Terrorist,"The house of Dhula Ram Rabha, suspected to have links with Garo National Liberation Army (GNLA) and Rabha Viper Army (RVA),",Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"08/12/2011: On Friday morning, at Hatimura village in Goalpara, Assam, India, a gift wrapped improvised explosive device weighing about three kilograms was recovered from the house of Dhula Ram Rabha. According to police, Rabha is suspected to have links with Garo National Liberation Army (GNLA) and Rabha Viper Army (RVA). The attack resulted in no casualties or damages and no group claimed responsibility for the attack.",
2011,Panchratna,India,26.158908,90.555938,Facility-Infrastructure Attack,Private Citizens & Property,Named Civilian,The intended target of the attack was Robin Narzary at Bongaigaon.,Explosives/Bombs/Dynamite,Other Explosive Type,National Democratic Front of Bodoland (NDFB),The specific motive for the attack is unknown.,"08/12/2011: On Friday morning, at Panchratna station in Goalpara, Assam, India, acting on a tip-off, police recovered and defused an improvised explosive device from a militant on the Kamakhya-Puri Express passenger train. Kumud Goyari, a militant of the Ranjan Daimary faction of National Democratic Front of Bodoland (NDFB) NDFB, was carrying a five kilogram device concealed in a bag which was supposed to be delivered to Robin Narzary at Bongaigaon. The attack resulted in no casualties or damages, and the reason Narzary was targeted is unknown. A handwritten note was also recovered which said the militant was being sent on an important mission and its success would be good for ﾓusﾔ.  The militant was arrested.",
2011,Imphal,India,24.742293,93.981597,Facility-Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,The private residential compound of Muhammad Gul (Laija Naha),Explosives/Bombs/Dynamite,Grenade,Unknown,The specific motive for the attack is unknown.,"08/12/2011: On Friday morning around 0720, at Keirao Litan Mahkong in Imphal, Manipur, India, unidentified assailants lobbed a hand grenade that was later recovered and defused from the private residential compound of Muhammad Gul (Laija Naha). The attack resulted in no casualties or damages and no group claimed responsibility for the attack.",
2011,Panbari,India,26.172932,90.045615,Facility-Infrastructure Attack,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Firearms,Unknown Gun Type,Karbi People's Liberation Tigers (KPLT),The specific motive for the attack is unknown.,"08/13/2011: On Saturday morning around 0415, on National Highway 37 in Panbari, Dhubri, Assam, India, one person was killed and 11 others were injured when suspected Karbi Peopleﾒs Liberation Tigers (KPLT) militants opened fire on vehicles. Six of the individuals who were injured were Asom Jatiyatabadi Yuba Chatra Parishad (AJYCP) activists. The AJYCP activists, including state vice-president Ranjit Changmai, were returning from Guwahati to Sivasagar in a Bolero, when the vehicle was sprayed with bullets fired from inside Panbari reserve forest. Four trucks and a Bolero were also damaged in the heavy firing. No group has claimed responsibility for this attack, but KPLT militants are suspected.",
2011,Lilong,India,24.68818,93.936215,Facility-Infrastructure Attack,Transportation,Bridge/Car Tunnel,The Lilong Bridge was targeted in the attack.,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"08/13/2011: On Saturday afternoon around 1430, along the Imphal-Moreh route at Chajing in Thoubal, Manipur, India, unidentified assailants detonated an improvised explosive device near the Lilong Bridge, causing an unknown amount of property damages but no casualties. No group claimed responsibility for the attack.",
2011,Parsawan,India,25.465052,85.761975,Facility-Infrastructure Attack,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"08/14/2011: On Sunday morning, in Parsawan village in Gaya, Bihar, India, suspected Communist Party of India-Maoists (CPI-M) abducted four villagers, identified as Umesh Prasad, Manoj Prasad, Manoj Kumar and Chandrika Prajapat. Three of the villagers were activists of the Sangharsh Samiti (Struggle Committee) formed for the construction of a bridge over river Morhar. The specific motive for the attack is unknown; however, the Maoists are reportedly opposed to the construction of the bridge for it will facilitate faster Police movement in the area. The status of the hostages is unknown and no group claimed responsibility for the attack.",
2011,Telenpali,India,21.71,83.876667,Facility-Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,"The block President of the Biju Janata Dal (BJD), Kishore Panda, was targeted in the attack.",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"08/14/2011: On Sunday evening, at Telenpali village of the Khaparakhol area in Bolangir, Odisha, India, an armed group of suspected Communist Party of India- Maoists (CPI-Maoist) arrived at the home of Kishore Panda, the block President of the Biju Janata Dal (BJD), and asked him to accompany them. Reportedly, the militants suspected Panda of being a police informer and asked him to accompany them to a nearby area for a meeting. Panda followed them where he was then shot five times. Panda later succumbed to his wounds in the hospital. No group claimed responsibility for the attack.",
2011,Goalpara district,India,26.072512,90.588679,Facility-Infrastructure Attack,Transportation,Train/Train Tracks/Trolley,A railway track in Darrangiri,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),The specific motive for the attack is unknown.,"08/14/2011: On Sunday night around 0230, at Darrangiri in Goalpara, Assam, India, suspected militants of the Anti-Talks Faction of United Liberation Front of Assam (ULFA-ATF) blew up a stretch of railway tracks, damaging a 10 meter portion of the track. No injuries or casualties were reported in the attack and no group claimed responsibility.",
2011,Singabaram,India,18.059964,81.786904,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,A joint Special Operation Group (SOG) and District Voluntary Forces (DVF) team was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"08/14/2011: On Sunday night, at the forest of Singabaram village in Malkangiri, Odisha, India, Security Forces (SFs) and Communist Party of India- Maoist (CPI-M) militants exchanged fire resulting in injuries to some of the Maoists, according to police. The encounter ensued when Special Operation Group (SOG) and District Voluntary Forces (DVF) jointly conducted raid in the area following a tip-off about the presence of a large number of Maoists. Upon seeing the security men, the Maoists fired on them and a 30 minute to one hour exchange of fire ensued before the militants escaped under the cover of darkness. No SOG and DVF casualties were reported and no group claimed responsibility for the attack.",
2011,Karbi Anglong district,India,25.960734,93.497468,Facility-Infrastructure Attack,Terrorists/Non-State Militia,Terrorist,Camp,Firearms,Unknown Gun Type,Karbi People's Liberation Tigers (KPLT),The specific motive for the attack is unknown.,"08/14/2011: On Sunday night a few minutes after 0230, in Karbi Anglong, Assam, India, militants from the Karbi People's Liberation Tigers (KPLT) attacked the ceasefire- designated camp of Karbi Longri National Liberation Front (KLNLF). The KPLT claimed to have killed several KLNLF militants in a gunfight that lasted two hours. Police have yet to verify the claim. The specific motive for the attack is unknown; however, the KPLT are opposed to peace talks.",
2011,Khunti district,India,23.075278,85.278889,Facility-Infrastructure Attack,Police,"Police Building (headquarters, station, school)",A Central Reserve Police Force (CRPF) camp,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"08/15/2011: On Monday morning, at Rania village in Khunti, Jharkhand, India, suspected Communist Party of India-Maoists (CPI-M) attacked a Central Reserve Police Force (CRPF) camp resulting in an exchange of fire. Four Maoists were allegedly injured and taken away by retreating associates. No CRPF personnel casualties were reported and no group claimed responsibility for the attack.",
2011,Muramgaon,India,20.327778,80.470833,Facility-Infrastructure Attack,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian was targeted in the attack.,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"08/15/2011: On Monday, in Mumgaon at Dhanora taluka (administrative unit) in Gadchiroli, Maharashtra, India, a teenage boy, identified as Vishnu Amarsingh Dhanliya from Belgaon village, was injured when he tried pulling down a Communist Party of India-Maoist (CPI-M) banner, triggering an explosion.  The attack resulted in an unknown amount of property damage and no group claimed responsibility for the attack; however, the banner belonged to the Maoists.",
2011,Narayanpur district,India,19.723535,81.242411,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,A joint team of state policemen and Special Task Force (STF) personnel was targeted in the attack.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"08/16/2011: On Tuesday, at Ghodai Marg in Tirkanar forest in Narayanpur, Chhattisgarh, India, suspected Communist Party of India-Maoists (CPI-M) opened indiscriminate fire on a contingent of state policemen and Special Task Force (STF) personnel who were on anti-Maoist operation in Tirkanar. One STF member and four Maoists were killed, and it is possible that a few other STF members were injured in the attack. No group claimed responsibility for the attack.",
