Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,
2008,Dimapur,India,25.906267,93.72759,Bombing or Explosion,Violent Political Party,Party Official/Candidate/Other Personnel,Activist,Firearms,Unknown Gun Type,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, a NSCN-IM activist was killed by NSCN-K militants in Dimapur.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A Sardarpura police station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, a bomb was placed near the Sardarpura police satation in Surat, but police found and defused it before it detonated. No casualties were reported. No claim of responsibility has been reported.",,
2008,Anantnag,India,33.733336,75.148983,Bombing or Explosion,Violent Political Party,Party Official/Candidate/Other Personnel,Block President: Mohammad Amran Shah,Firearms,Automatic Weapon,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, militants attacked the house of the Block President of PDP at Dialgam in south Kashmir district of Anantang with automatic weapons. No casualties were reported. No group has claimed responsibility for the attack.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A Labheswar police post,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, a bomb was placed near the Labheswar police post in Surat, but police found and defused it before it detonated. No casualties were reported. No claim of responsibility has been reported.",,
2008,Imphal,India,24.817011,93.936844,Bombing or Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",The by-lane leading to the Ng Mani College at Khurai Chairenthong,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, one non local, Suraj Ram, was Injured by suspected militants at Khoyathong Pukhri Mapal. No claim of responsibility has been reported.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, in Surat, Gujarat, India, 18 bombs were found and defused in various locations. In one of six related attacks, 10 bombs were found and defused on the Varacha Road in Katargam. They were kept at strategic points, including behind street hoardings or near garbage dumps. It was the third consecutive day live bombs and explosives were found in Surat. There was no casualties, motive or damage reported and no group claimed responsibility.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",The Labheswar police post,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, in Surat, Gujarat, India, 18 bombs were found and defused in various locations. In one of six related attacks, a bomb was discovered and defused in front of the Labheswar police post. They were kept at strategic points, including behind street hoardings or near garbage dumps. It was the third consecutive day live bombs and explosives were found in Surat. There were no casualties, motive or damage reported and no group claimed responsibility.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",The Sardarpura police station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, in Surat, Gujarat, India, 18 bombs were found and defused in various locations. In one of six related attacks, another bomb was discovered and defused in front of the Sardarpura police station. They were kept at strategic points, including behind street hoardings or near garbage dumps. It was the third consecutive day live bombs and explosives were found in Surat. There were no casualties, motive or damage reported and no group claimed responsibility.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Business,0,The diamond market,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, in Surat, Gujarat, India, 18 bombs were found and defused in various locations. In one of six related attacks, two bombs were discovered and defused in the diamond market adjacent to the Varacha Road. They were kept at strategic points, including behind street hoardings or near garbage dumps. It was the third consecutive day live bombs and explosives were found in Surat. There were no casualties, motive or damage reported and no group claimed responsibility.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Business,0,The Radhakrishna textile market,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, in Surat, Gujarat, India, 18 bombs were found and defused in various locations. In one of six related attacks, another bomb was discovered and defused in the Radhakrishna textile market. They were kept at strategic points, including behind street hoardings or near garbage dumps. It was the third consecutive day live bombs and explosives were found in Surat. There were no casualties, motive or damage reported and no group claimed responsibility.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/29/2008: On Tuesday, in Surat, Gujarat, India, 18 bombs were found and defused in various locations. In one of six related attacks, two bombs were discovered and defused on a fly-over (overpass). They were kept at strategic points, including behind street hoardings or near garbage dumps. It was the third consecutive day live bombs and explosives were found in Surat. There were no casualties, motive or damage reported and no group claimed responsibility.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians near the Surat municipal corporation-operated swimming pool,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/30/2008: On Wednesday, a bomb was planted in the Varacha area of Surat but was found and defused by Indian police. No casualties were reported. No claim of responsibility has been reported.",,
2008,Jillella,India,18.27587,78.809386,Bombing or Explosion,Police,Police Security Forces/Officers,The special Party Police Team was the target.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"07/30/2008: On Wednesday, police were attacked by a former Naxalite and his accomplice in Karimnagar. One of the militants was killed when the police returned fire.",,
2008,Anantnag,India,33.733336,75.148983,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"07/31/2008: On Thursday, an improvised explosive device was planted at Manigam on the national highway but was found and defused by Indian police.",,
2008,Imphal,India,24.789417,93.924015,Bombing or Explosion,Military,Paramilitary,Indian Reserve Battalion troopers,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"07/31/2008: On Thursday, two militants opened fire on some India Reserve Battalion troopers at Kwakeithel bazaar in Imphal. No claim of responsibility has been reported.",,
2008,Gool,India,33.266512,75.004888,Bombing or Explosion,Private Citizens & Property,Named Civilian,Abdul Rashid,Melee,Knife or Other Sharp Object,Unknown,The specific motive for the attack is unknown.,"08/02/2008: On Saturday, unidentified militants kidnapped Abdul Rashid from his house in Gool, Ramban district, Jammu and Kashmir province, India. Later that day, Rashidﾒs body was discovered with his throat slit in a field not far from his residence. No claim of responsibility was made for the incident.",,
2008,Yairipok,India,24.680089,94.048449,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,"Md Asarab Ali, a businessman,",Explosives/Bombs/Dynamite,Unknown Explosive Type,People's United Liberation Front (PULF),The specific motive for the attack is unknown.,"08/02/2008: On Saturday evening at 1920, Md Asarab Ali, a businessman, was injured when a bomb exploded in the kitchen of his house in Yairipok, Manipur province, India. The next day on 08/03/2008 on Sunday, People's United Liberation Front (PULF) militants claimed responsibility for the incident, although no reason was given for why the attack was carried out.",,
2008,Surat,India,21.220496,72.831058,Bombing or Explosion,Transportation,Bus Station/Stop,A bus stop,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"08/03/2008: On Sunday, police located and safely defused a bomb found inside a bag and planted by unknown insurgents at a bus stop adjacent to the municipal garden in the Atwalines area of Surat district, Gujarat province, India. No claim of responsibility was made for the incident.",,
2008,Maniari,India,26.289729,91.694603,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,Railroad tracks,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,The specific motive for the attack is unknown.,"08/03/2008: On Sunday night, police located and safely defused two powerful bombs found inside a bag that were planted by two youths near railway tracks in the Maniari area of Kamprup district, Assam province, India. No claim of responsibility was made for the incident.",,
2008,Imphal,India,24.8086,93.948309,Bombing or Explosion,Private Citizens & Property,Student,"Jangkhopao Taothan, a tribal school boy,",Unknown,0,Unknown,The specific motive for the attack is unknown.,"08/04/2008: On Monday evening shortly after 2100, Jangkhopao Taothan, a tribal school boy, was abducted by unknown militants after Taothan attended Chongthu Baptist Church in New Lambulane, Imphal district, Manipur province, India. No claim of responsibility was made for the incident and the status of the hostage is unknown.",,
2008,Bongaigaon district,India,26.54257,90.474846,Bombing or Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)","Rana Sarma, a trooper of the Sashastra Seema Bal paramilitary force,",Firearms,Unknown Gun Type,United Liberation Front of Assam (ULFA),The specific motive for the attack is unknown.,"08/04/2008: On Monday morning at 0700, Rana Sarma, a trooper of the Sashastra Seema Bal paramilitary force, was shot dead by suspected United Liberation Front of Assam (ULFA) militants in the Malihita locality of Bongaigaon district, Assam province, India. No claim of responsibility was made for the incident.",,
