Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
1999,Tuilaphai,India,24.340933,93.587597,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)","Army soldiers traveling to Tuilaphai, India",Firearms,Unknown Gun Type,Unknown,Unknown,"02/13/1999: The leader of a medical Army team and eight soldiers were killed en route to a medical camp when their convoy was ambushed and sprayed with bullets by unidentified militants near Thinkeu, India. No further information was provided on this incident.",,,,
1999,Bhimpura,India,25.077604,84.914752,Armed Assault,Private Citizens & Property,Farmer,"Farmers in in Bhimpura, India",Firearms,Unknown Gun Type,Mazdoor Kisan Sangram Samiti (MKSS),Unknown,"03/03/1999: Four upper caste farmers were killed by members from Mazdoor Kisan Sangram Samiti (MKSS), a group affiliated with the Maoist Communist Center. The perpetrators carried out a night assault in Bhimpura, Jehanadad district, India. Other farmers were able to escape.",,,,
1999,Kurmol,India,24.663717,93.906269,Armed Assault,Military,Military Unit/Patrol/Convoy,"Indian Army patrol near Kurmol, in Chandel District, India",Firearms,Unknown Gun Type,Unknown,Unknown,"03/03/1999: Unknown perpetrators attacked an Indian Army patrol near Kurmol, India. Five of the perpetrators were killed and two soldiers were wounded. Reports did not indicate which group was involved in the attack, but both the National Socialist Council of Nagaland and the United National Liberation Front were active in the area.",,,,
1999,Haflong,India,25.163535,93.01364,Armed Assault,Police,Police Security Forces/Officers,"Four Central Reserve Police Force personnel in Haflong, India",Firearms,Unknown Gun Type,Other,Unknown,"03/13/1999: Four Central Reserve Police Force personnel were killed in an ambush by suspected extremists near Haflong, India. The policemen were traveling towards Haflong, the district headquarters, when they were attacked.",,,,
1999,Sinari,India,25.096074,85.313119,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Civilians in Sinari, India",Firearms,Automatic Weapon,Maoist Communist Center (MCC),Unknown,"03/18/1999: Thirty-two people were killed and six were injured in Sinari, India. The attack was carried out by hundreds of members from the Maoist Communist Center.",,,,
1999,Unknown,India,23.164543,92.937574,Armed Assault,Police,Police Security Forces/Officers,"Police in Mizoram, India",Firearms,Automatic Weapon,People's Liberation Army (India),Unknown,"03/24/1999: Eight people, including six police officers were killed by suspected Peopleﾒs Liberation Army (PLA) members in Mizoram State, India, along the border with Manipur state.",,,,
1999,Attamohanpara,India,23.940848,91.988153,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,"Three civilians in Attamohanpara, India",Firearms,Unknown Gun Type,Unknown,Unknown,"03/27/1999: Unidentified perpetrators kidnapped three civilians in Attamohanpara, India. The dead bodies of the kidnapped victims were found one day later, on March 28, 1999.",,,,
1999,Udhampur district,India,32.925224,75.135264,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Badan Camp,Firearms,Automatic Weapon,Lashkar-e-Taiba (LeT),Unknown,"04/01/1999: Members of Lashkar-e-Taiba and Hizb-ul-Mujahidin (HM) attacked Badan Camp, an Indian Army camp at Tehsil Goal in the Udhampur district of Jammu and Kashmir state, using rockets, heavy machine guns, and long-rang grenade launchers. Thirty-one Indian soldiers were killed and two army trucks and an oil depot were destroyed. The Mujahideen were led by Lashkar-e-Taiba commander Abu Rizwan.",,,,
1999,Rajouri,India,33.371715,74.315313,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians and property in Rajauri,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"04/20/1999: Five people were killed, 33 were injured, and extensive property damage done when an explosive device went off in Rajauri, Jammu and Kashmir State, India. The perpetrators of this incident were unknown.",,,,
1999,Dadsara,India,33.904299,75.08549,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Ghulam Hassan Bhat, a leader of the National Conference; Sheeraz Ahmad Bhat, Ghulam's son",Firearms,Automatic Weapon,Hizbul Mujahideen (HM),Unknown,"5/5/1999: Ghulam Hassan Bhat, a leader of the National Conference party, was shot and killed outside of his home in Tral town of south Kashmir, India.   Men disguised as army personnel called Bhat out of his house and fired upon him once he was outside.  Bhat was killed instantly; his son and a servant were injured.  The police believe that Hizbul Mujahideen is responsible for the attack.",,,,
1999,Lasana,India,33.702222,74.218611,Armed Assault,Police,Police Security Forces/Officers,Two Special Operation Group (SOG) Constables,Firearms,Unknown Gun Type,Unknown,Unknown,"05/10/1999: Four armed militants ambushed a joint police patrol in Lasana, Poonch District, Jammu and Kashmir State, India. Among those injured in the fighting were two Special Operation Group (SOG) Constables, one Central Reserve Police Force (CRPF) soldier and two Army soldiers. Two villagers were also killed in the incident. The gun battle lasted for two hours until darkness set in on the combatants.",,,,
1999,Guwahati,India,26.179222,91.753346,Armed Assault,Police,Police Security Forces/Officers,An Indian police group moving between Hathikulai and Guwahati,Firearms,Unknown Gun Type,United Liberation Front of Assam (ULFA),Unknown,"05/11/1999: Perpetrators attacked a police party that was moving from police headquarters in Hathikulai to Guwahati, India. Local officials suspected that the attackers belonged to the United Liberation Front of Assam.",,,,
1999,Kargil District,India,34.553852,76.134894,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Army troops stationed in Kargil District,Firearms,Automatic Weapon,Other,Unknown,"05/12/1999: Suspected Islamic separatist fighters fired on Indian troops in a remote, mountainous part of the Kargil District in India, along the India-Pakistan border. Seven Indian soldiers and fifteen Islamic separatists died in the gun battle.",,,,
1999,Kupwara District,India,34.526179,74.254614,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Abdul Ahad Kar,Firearms,Unknown Gun Type,Unknown,Unknown,"05/15/1999: Abdul Ahad Kar, a prominent member of Kashmir's National Conference Party, was assassinated while strolling outside his fortified home in Kupwara District near the Indian border with Pakistan. Unidentified men shot the legislator, who had been an elected member of the ruling party since 1996.",,,,
1999,Velpur,India,16.149549,79.862011,Armed Assault,Police,"Police Building (headquarters, station, school)",Two police stations located in the town of Velpur,Explosives/Bombs/Dynamite,Remote Trigger,People's War Group (PWG),"Police suspected that village-level militants carried out the attack on the direction of People's War Group leaders who were observing ""Anti-repression week"" in the district.","05/24/1999: Suspected naxalites belonging to the banned People's War Group bombed two police quarters that were under construction in the town of Velpur, India. There were no casualties in this incident.",,,,
1999,Chennai,India,13.08268,80.270718,Armed Assault,Business,Hotel/Resort,Victoria Hostel in Chennai,Explosives/Bombs/Dynamite,Unknown Explosive Type,Other,Unknown,"05/30/1999: In one of several linked incidents, an explosion that was probably the result of a bomb caused extensive damage to the Victoria Hostel in Chennai, India. No one was injured or killed in the blast and no group claimed responsibility for the attack, but Islamic militants were suspected.",,,,
1999,Chennai,India,13.08268,80.270718,Armed Assault,Police,"Police Building (headquarters, station, school)",The Police Commissioner's office in the Egmore neighborhood of Chennai,Explosives/Bombs/Dynamite,Time Fuse,Other,Unknown,"05/30/1999: In one of several linked incidents, a bomb was found near the Police Commissioner's office in Egmore, a neighborhood of Chennai, India. After being discovered, local authorities defused the bomb. No group claimed responsibility for the incident, but Islamic militants were suspected.",,,,
1999,Tiruchirappalli,India,10.815278,78.696389,Armed Assault,Police,Police Security Forces/Officers,The Police Officers' Guest House on the Cantonment Police Station campus,Explosives/Bombs/Dynamite,Time Fuse,Other,Unknown,"05/30/1999: In one of several linked incidents, powerful time bomb contained in a metal box was found near the Police Officers' Guest House in the Cantonment Police Station campus in the heart of Tiruchi, India. There were no casualties and no group claimed responsibility for the incident, but Islamic militants were suspected.",,,,
1999,Coimbatore,India,11.016845,76.955832,Armed Assault,Police,"Police Building (headquarters, station, school)",The Police quarters under construction at Variety Hall Road in Coimbatore,Explosives/Bombs/Dynamite,Time Fuse,Other,"Pamphlets found with the bomb indicated that the attackers wanted to punish police for torturing prisoners being held inside various prisons.  The pamphlets also went on to add that the government of India would be attacked if it allowed Salman Rushdie, a novelist, to enter the country.","05/30/1999: In one of several linked incidents, a large time-bomb placed inside a denim bag was found near the police quarters under construction at Variety Hall Road in Coimbatore, India. The bomb was discovered and defused before it could explode. No group claimed responsibility for the incident, but Islamic militants were suspected.",,,,
1999,Delhi,India,28.658188,77.227403,Armed Assault,Police,"Police Building (headquarters, station, school)",Chandni Chowk Police Outpost,Explosives/Bombs/Dynamite,Time Fuse,Unknown,Unknown,"06/03/1999: An improvised explosive device (IED) went off at approximately 3:00pm local time near the Chandni Chowk police outpost in Delhi, India. The explosion occurred after an employee at the Ghantewalan Shahi Halwai brought a bag with the police, which had been left at the shop by two unidentified youths. The device exploded before bomb squad members reached the scene, injuring four policemen and twenty-three others. Authorities suspected that the perpetrators were Punjab-based militants with the backing of Pakistan's Inter-Services Intelligence (ISI).",,,,
1999,Kangan,India,34.264018,74.901055,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Army soldiers near Kangan,Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"06/09/1999: Six members of the Indian Army were killed and another was injured in an attack by unidentified militants near Kangan, Jammu and Kashmir State, India. The perpetrators used an improvised explosive device (IED) to blow up the truck in which the soldiers were traveling.",,,,
1999,Kupwara District,India,34.526179,74.254614,Armed Assault,Police,Police Security Forces/Officers,Indian security personnel,Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"06/12/1999: Two security personnel were killed when their truck ran over a mine planted by unknown perpetrators along the Putshahi-Doniwari road in Kupwara District, Jammu and Kashmir Province, India.",,,,
1999,Srinagar,India,34.069832,74.809039,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Ghanta Ghar Market at Lal Chowk in Srinagar,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"06/12/1999: Nine people, including a traffic police constable, were injured when unknown perpetrators exploded a grenade at Ghanta Ghar Market at Lal Chowk in Srinagar, Jammu and Kashmir Province, India. No casualties were reported in this incident.",,,,
